model,weight_decay,dropout_rate,learning_rate,epoch,metric,value
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,15,Validation/mrr@5,0.3030303120613098
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,16,Validation/mrr@5,0.30302345752716064
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,14,Validation/mrr@10,0.31293779611587524
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,15,Validation/mrr@10,0.3140162229537964
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,16,Validation/mrr@10,0.31404656171798706
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,14,Validation/mrr@20,0.31894057989120483
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,15,Validation/mrr@20,0.32000717520713806
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,16,Validation/mrr@20,0.32000890374183655
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,14,Validation/loss,5.08897066116333
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,15,Validation/loss,5.0822319984436035
simple_sr_gnn_attn_wd1e-05_dr0.5_lr0.001,1e-05,0.5,0.001,16,Validation/loss,5.083039283752441
