model,weight_decay,dropout_rate,learning_rate,epoch,metric,value
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,0,Validation/mrr@10,0.167563796043396
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,1,Validation/mrr@10,0.2178829461336136
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,2,Validation/mrr@10,0.24642768502235413
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,3,Validation/mrr@10,0.2640503942966461
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,4,Validation/mrr@10,0.2758274972438812
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,0,Validation/mrr@20,0.17380622029304504
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,1,Validation/mrr@20,0.22431328892707825
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,2,Validation/mrr@20,0.2528799772262573
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,3,Validation/mrr@20,0.27037808299064636
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,4,Validation/mrr@20,0.28213784098625183
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,0,Validation/loss,6.0499749183654785
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,1,Validation/loss,5.604970455169678
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,2,Validation/loss,5.39285135269165
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,3,Validation/loss,5.271523475646973
graph_with_embeddings_and_attentional_aggregation_wd1e-06_dr0.0_lr0.0001,1e-06,0.0,0.0001,4,Validation/loss,5.197235584259033
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Loss/Train,8.745174407958984
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Loss/Train,7.585076808929443
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Loss/Train,7.136669158935547
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Loss/Train,6.802258014678955
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Loss/Train,6.552011966705322
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Loss/Validation,7.880171775817871
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Loss/Validation,7.389553546905518
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Loss/Validation,7.008952617645264
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Loss/Validation,6.732348442077637
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Loss/Validation,6.522027492523193
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/precision@1,0.015992499887943268
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Train/precision@1,0.0345425009727478
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Train/precision@1,0.04866249859333038
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,3,Train/precision@1,0.06079999729990959
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,4,Train/precision@1,0.07027749717235565
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,0,Train/precision@5,0.00950200017541647
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,1,Train/precision@5,0.019135000184178352
graph_with_embeddings_and_attentional_aggregation_wd1e-05_dr0.2_lr1e-05,1e-05,0.2,1e-05,2,Train/precision@5,0.024841999635100365
